1,08:00,11,2,2
1,08:01,10,2,2
1,08:02,9,2,2
1,08:03,8,2,2
1,08:04,7,2,2
1,08:05,6,2,2
1,08:06,5,2,2
1,08:07,4,2,2
1,08:08,3,2,2
1,08:09,2,2,2
1,08:10,1,2,2
1,08:11,5,1,0
1,08:12,4,1,0
1,08:13,3,1,0
1,08:14,2,1,0
1,08:15,1,1,0
1,08:16,25,3,2
1,08:17,24,3,2
1,08:18,23,3,2
1,08:19,22,3,2
1,08:20,21,3,4
1,08:21,20,3,2
1,08:22,19,3,2
1,08:23,18,3,2
1,08:24,17,3,2
1,08:25,16,3,2
1,08:26,15,3,2
1,08:27,14,3,2
1,08:28,13,3,2
1,08:29,12,3,2
1,08:30,11,3,2
1,08:31,10,3,2
1,08:32,9,3,2
1,08:33,8,3,2
1,08:34,7,3,2
1,08:35,6,3,2
1,08:36,5,3,2
1,08:37,4,3,2
1,08:38,3,3,2
1,08:39,2,3,2
1,08:40,1,3,2
1,08:41,5,3,1
1,08:42,4,3,1
1,08:43,3,3,1
1,08:44,2,3,1
1,08:45,1,3,1
1,08:46,25,3,5
1,08:47,24,3,5
1,08:48,23,3,5
1,08:49,22,3,5
1,08:50,21,3,5
1,08:51,20,3,5
1,08:52,19,3,5
1,08:53,18,3,5
1,08:54,17,3,5
1,08:55,16,3,5
1,08:56,15,3,5
1,08:57,14,3,5
1,08:58,13,3,5
